student_id,student_name,class,hobby,father_name,contact_number,address,bus_route
485,Akash Rao,10,Cycling,Saanvi Joshi,9794239754,"H.No. 837, Kukatpally, Hyderabad",Route-12
486,Nikhil Reddy,5,Badminton,Rohit Mishra,9158269903,"H.No. 183, Kondapur, Hyderabad",Route-5
487,Divya Kumar,7,Volleyball,Pallavi Varma,9584392493,"H.No. 646, Madhapur, Hyderabad",Route-7
488,Abhiram Reddy,9,Badminton,Vamsi Rao,9911706504,"H.No. 764, Begumpet, Hyderabad",Route-1
489,Arjun Agarwal,7,Singing,Keerthi Rao,9751295118,"H.No. 89, Dilsukhnagar, Hyderabad",Route-8
490,Vamsi Iyer,6,Dance,Vivaan Chowdary,9246438473,"H.No. 765, Madhapur, Hyderabad",Route-9
491,Riya Naidu,5,Skating,Priya Agarwal,9251799039,"H.No. 127, Ameerpet, Hyderabad",Route-1
492,Pallavi Kulkarni,9,Singing,Likith Joshi,9325542573,"H.No. 767, Manikonda, Hyderabad",Route-12
493,Teja Yadav,6,Chess,Naveen Verma,9337069279,"H.No. 632, Nizampet, Hyderabad",Route-5
494,Ishita Rao,5,Swimming,Diya Das,9792213989,"H.No. 563, Kukatpally, Hyderabad",Route-5
495,Arjun Singh,10,Yoga,Krishna Yadav,9455248480,"H.No. 366, Miyapur, Hyderabad",Route-11
496,Pooja Rao,5,Painting,Riya Kulkarni,9621689527,"H.No. 462, LB Nagar, Hyderabad",Route-10
497,Priya Das,9,Painting,Nikhil Das,9559891563,"H.No. 173, Ameerpet, Hyderabad",Route-6
498,Pooja Varma,7,Painting,Akash Singh,9615346649,"H.No. 474, Gachibowli, Hyderabad",Route-6
499,Priya Chowdary,6,Badminton,Divya Rao,9401309071,"H.No. 880, Nizampet, Hyderabad",Route-3
500,Madhavi Yadav,10,Cricket,Sneha Kumar,9644578566,"H.No. 647, Ameerpet, Hyderabad",Route-10
